bike_route_name,street_name,bikeway_type,subtype,status,surface_type,snow_removal,segment_length,latitude,longitude,Province
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.244900838106744,-123.148234,BC
Cypress,East Blvd,Local Street,,Active,Paved,No,,49.21577033248806,-123.1478519,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23097957866428,-123.1635885,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.20664075944892,-123.0663464,BC
10th Ave,W 10th Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.26235609832764,-123.1214116,BC
Seaside Bypass,Spyglass Place,Local Street,,Active,Paved,No,,49.26995634311737,-123.1152097,BC
Keefer,Heatley Ave,Local Street,,Active,Paved,No,,49.27782034484319,-123.0896753,BC
Ridgeway,Nanaimo,Local Street,,Active,Paved,No,,49.23262948182527,-123.0588721,BC
Keefer,Keefer,Local Street,,Active,Paved,No,,49.27938359,-123.0944903,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.224344851900746,-123.1480557,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.23705706394965,-123.1853051,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25794466311597,-123.0337735,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.26822625713321,-123.1876348,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.215225458880745,-123.123961,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.275433594290334,-123.0565802,BC
Carrall,Carrall,Protected Bike Lanes,R,Active,Paved,Yes,,49.28029043018283,-123.1043953,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.23054436,-123.0516338,BC
Off-Broadway,E 7th Ave,Local Street,,Active,Paved,No,,49.264232655034355,-123.0771398,BC
York,York Ave,Local Street,,Active,Paved,Yes,,49.271638998377995,-123.1514355,BC
41st Ave,W 41st Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.23356619593151,-123.1168527,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26967008718242,-123.0618853,BC
29th Ave,Eddington Drive,Local Street,,Active,Paved,No,,49.24692560785534,-123.1559407,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.24529869781603,-123.105145,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24616353108469,-123.1832516,BC
Charleson Park,Charleson Park,Protected Bike Lanes,OSS,Active,Paved,No,,49.26700364675065,-123.1248989,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26364720780955,-123.0495529,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.275612220664115,-123.1082863,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25301009494909,-123.1048015,BC
Central Valley,Grandview Hwy North,Local Street,,Active,Paved,Yes,,49.26330494656185,-123.068672,BC
Yukon,Yukon,Painted Lanes,NB,Active,Paved,Yes,,49.26176020535598,-123.1129527,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.27080118540844,-123.0494449,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22934122212452,-123.0998673,BC
Dunbar,Dunbar,Shared Lanes,,Active,Paved,Yes,,49.25764044965082,-123.1851153,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25104291380816,-123.0338055,BC
Pender,Pender,Shared Lanes,,Active,Paved,Yes,,49.289494803174094,-123.127105,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.23014744375158,-123.1795338,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.27164321125106,-123.1644,BC
29th Ave,Puget Drive,Shared Lanes,,Active,Paved,No,,49.245824687386815,-123.1652621,BC
Haro,Haro,Local Street,,Active,Paved,No,,49.28897226134811,-123.1337137,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.24460422475111,-123.0816883,BC
Central Valley,Clark,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.26615434610366,-123.0774252,BC
Central,Central,Protected Bike Lanes,R,Active,Paved,No,,49.27171280451964,-123.1011088,BC
Beach,Beach Crescent,Protected Bike Lanes,SL,Active,Paved,No,,49.27377081305094,-123.1303386,BC
15th Ave,E 15TH AV,Protected Bike Lanes,R,Active,Paved,No,,49.256586775703674,-123.0754508,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.23787232195111,-123.0741011,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25627522496328,-123.1049436,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.248213641205496,-123.146123,BC
Pender,Pender,Shared Lanes,,Active,Paved,Yes,,49.289819012539056,-123.1282155,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.31136546955249,-123.1394607,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.250292354000166,-123.1756815,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.247432290777134,-123.1403291,BC
Seaside,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.27368271963795,-123.1981305,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.20247755339368,-123.0285278,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27744473377793,-123.0365685,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26886116606195,-123.0619,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25610162287614,-123.0337829,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.27007799174902,-123.0494562,BC
Central Valley,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.26518974128074,-123.0780878,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.26399506064008,-123.1048544,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.21942351410437,-123.0977153,BC
45th Ave,W 46th Ave,Local Street,,Active,Paved,No,,49.22914577860714,-123.1237385,BC
Cypress,Cornish,Local Street,,Active,Paved,No,,49.21032724856611,-123.1420421,BC
Yukon,Wylie,Local Street,,Active,Paved,Yes,,49.2680859,-123.1137218,BC
Comox-Helmcken,Comox,Local Street,,Active,Paved,Yes,,49.28465320169706,-123.1334926,BC
Alder,Alder,Local Street,,Active,Paved,No,,49.26228688468066,-123.131402,BC
Hillcrest,Lane W of Dumfries,Local Street,,Active,Paved,No,,49.245177237689994,-123.0744877,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.243312527653046,-123.0735435,BC
Ridgeway,W 20th Ave,Local Street,,Active,Paved,No,,49.254652009432455,-123.1772698,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26715794283788,-123.2150947,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.24474739663109,-123.1852348,BC
Cambie,Cambie,Protected Bike Lanes,R,Active,Paved,Yes,,49.230043390079906,-123.1163338,BC
Central Valley,Grandview Hwy North,Local Street,,Active,Paved,Yes,,49.26085091469987,-123.0625546,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.250232912457335,-123.083835,BC
Ridgeway,W 30th Ave,Local Street,,Active,Paved,No,,49.24508575128888,-123.166696,BC
Heather/Cambie Connection,W 64th Ave,Local Street,,Active,Paved,No,,49.21234617941625,-123.1237207,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.269313445821915,-123.0618917,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.244598030346566,-123.0804482,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26209718750309,-123.1059015,BC
Georgia,W Georgia,Painted Lanes,NB,Active,Paved,Yes,,49.29310511504286,-123.1345289,BC
Heather,Willow,Local Street,,Active,Paved,No,,49.23417262569792,-123.1238499,BC
Ridgeway,W 15th Ave,Local Street,,Active,Paved,No,,49.259125852349825,-123.1986213,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.27328912577384,-123.0734218,BC
Heather,Willow,Local Street,,Active,Paved,No,,49.233089333463035,-123.1238869,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23063537154826,-123.1411055,BC
Comox-Helmcken,Comox,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28113830537976,-123.1280627,BC
Cardero,Cardero,Shared Lanes,,Active,Paved,No,,49.28955024459593,-123.1321257,BC
Masumi Mitsui Greenway,Upland Drive,Local Street,,Active,Paved,No,,49.21797047629033,-123.0597419,BC
Ridgeway,MacDonald,Local Street,,Active,Paved,No,,49.24539103423162,-123.167912,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22906655205935,-123.0829552,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24655402425546,-123.1994473,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.24339780003429,-123.0840034,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27690025095336,-123.1083317,BC
Seaside Bypass,NW Marine Dr,Painted Lanes,NB,Active,Paved,No,,49.27492282108102,-123.2056568,BC
Pacific,Pacific Blvd,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27462160550106,-123.1135606,BC
Cypress,SW Marine Drive,Shared Lanes,,Active,Paved,No,,49.20829481023903,-123.1421927,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.23836822,-123.0321211,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22924685,-123.0945965,BC
Off-Broadway,E 6th Ave,Local Street,,Active,Paved,No,,49.26545131340876,-123.0978811,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.26688271968226,-123.0389952,BC
Central Valley,E 1st Ave,Local Street,,Active,Paved,Yes,,49.26879979271265,-123.0981019,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28388798164231,-123.1089613,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,No,,49.26033269685906,-123.0736705,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.28178974797033,-123.1153039,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.216900063619256,-123.0978117,BC
Drake,Drake St,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27498213284528,-123.1260736,BC
Bute,Bute,Local Street,,Active,Paved,No,,49.28371752247382,-123.1304363,BC
Ridgeway,Quadra,Local Street,,Active,Paved,No,,49.25578275,-123.1792121,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.23158662185836,-123.0798384,BC
Mosaic,McLean Drive,Local Street,,Active,Paved,Yes,,49.28298656271563,-123.0740644,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.25178903779006,-123.0966669,BC
29th Ave,Midlothian Ave,Painted Lanes,NB,Active,Paved,Yes,,49.24154569570824,-123.10731,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.235852173856266,-123.0504123,BC
Bute,BUTE ST,Protected Bike Lanes,OSB,Active,Paved,No,,49.28547705266738,-123.1277771,BC
Central Valley,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.26183579746756,-123.0287684,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.225472652658304,-123.074523,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.255458313268186,-123.1049966,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.229077264536386,-123.0822523,BC
Ridgeway,Quadra,Local Street,,Active,Paved,No,,49.25487760446838,-123.1792212,BC
Heather,Willow,Local Street,,Active,Paved,No,,49.233926012240154,-123.1238583,BC
Cassiar,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.29193325335506,-123.0260375,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21675004540212,-123.1018131,BC
Kerr,Rupert,Shared Lanes,,Active,Paved,Yes,,49.22804785468955,-123.0421807,BC
Seaside,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.27623662498295,-123.2152265,BC
Masumi Mitsui Greenway,Elliott,Protected Bike Lanes,R,Active,Paved,Yes,,49.21826398253589,-123.0545529,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.27349709581789,-123.0494039,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.28243057234158,-123.0616879,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.228059862032325,-123.097425,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28726012,-123.1423772,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.27020015573953,-123.0389458,BC
45th Ave,W 46th Ave,Local Street,,Active,Paved,No,,49.22908559113765,-123.1220139,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.26594504192984,-123.039009,BC
Seaside Bypass,Whyte,Local Street,,Active,Paved,No,,49.275387331784216,-123.150973,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.24672965201388,-123.1122921,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21500030922107,-123.123969,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27745487951555,-123.0453957,BC
Cardero,Cardero,Local Street,,Active,Paved,No,,49.286098212748534,-123.1373366,BC
Ridgeway,Nanaimo,Local Street,,Active,Paved,No,,49.235143685334286,-123.0587972,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSB,Active,Unpaved,No,,49.205491,-123.0438751,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.216404208937035,-123.079435,BC
York,York Ave,Local Street,,Active,Paved,Yes,,49.27168438064632,-123.1542678,BC
Dumfries,E 20th Ave,Local Street,,Active,Paved,No,,49.25254040302748,-123.0724559,BC
Seaside Bypass,Lamey's Mill Rd,Local Street,,Active,Paved,Yes,,49.26639363794157,-123.1297689,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23078486000907,-123.1507766,BC
Adanac,Union,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27766404198793,-123.1013441,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.260499002935376,-123.1050029,BC
Valley,Valley Drive,Local Street,,Active,Paved,No,,49.248248400523515,-123.1581866,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28989456778221,-123.1449269,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.28185367752096,-123.0565479,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27743704529013,-123.0296451,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26506362987988,-123.1207819,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26226342959461,-123.1156199,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.28671021112008,-123.0298979,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.27474063976564,-123.1477167,BC
Cypress,Cypress,Local Street,,Active,Paved,No,,49.25791629722782,-123.1483463,BC
Seaside Bypass,Charleson,Local Street,,Active,Paved,Yes,,49.26628212986914,-123.1272641,BC
Central Valley,Grandview Hwy North,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26563998527363,-123.0755015,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.23151100036484,-123.1057156,BC
Drake,Drake St,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27689452425619,-123.1290267,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23737153282484,-123.1196322,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.23195654845735,-123.0850432,BC
Hillcrest,E 31st Ave,Local Street,,Active,Paved,No,,49.24251968896013,-123.08453,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26205895177351,-123.103758,BC
4th Ave,W 4th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.26829091,-123.2030563,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.280920650319565,-123.0565531,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.284147096124734,-123.119504,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,No,,49.26486316692689,-123.1606816,BC
Beach,Beach Crescent,Local Street,,Active,Paved,Yes,,49.27617693798344,-123.1340074,BC
Ridgeway,Camosun,Local Street,,Active,Paved,No,,49.25727687904123,-123.1965685,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.24832394071037,-123.0338107,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23085344527484,-123.1552763,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26802610785045,-123.1319479,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.238120936457946,-123.1438211,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.241503108372264,-123.0840688,BC
Seaside,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.294131484702746,-123.1373798,BC
Carrall,Carrall,Protected Bike Lanes,R,Active,Paved,Yes,,49.277411793649264,-123.1063593,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.256007639305345,-123.0728415,BC
Off-Broadway,E 5th Ave,Local Street,,Active,Paved,No,,49.26638432049644,-123.0994096,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.22832947,-123.1058565,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.236164574337565,-123.0847456,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.26544516896651,-123.039011,BC
Portside,Wall,Local Street,,Active,Paved,Yes,,49.286231555049504,-123.0618205,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.24011663336918,-123.1730189,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.26395948,-123.2030145,BC
Cypress,SW Marine Drive,Shared Lanes,,Active,Paved,No,,49.20441303782242,-123.1387979,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.26349901779126,-123.1481393,BC
Off-Broadway,E 8th Ave,Local Street,,Active,Paved,No,,49.26323169743356,-123.0649098,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.24955491840705,-123.0838601,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.229143447210795,-123.0516286,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.237848703898806,-123.1335512,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25551099,-123.0337892,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.274869791413074,-123.1291763,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.23539714705274,-123.0847659,BC
Sunrise,Slocan,Shared Lanes,,Active,Paved,Yes,,49.24867266360154,-123.0496255,BC
10th Ave,W 10th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.262934902033805,-123.1574369,BC
Seaside Bypass,Whyte,Local Street,,Active,Paved,No,,49.27535361852141,-123.1488937,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.250884942676784,-123.1851777,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.20544752656835,-123.1421205,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.281543087016814,-123.1394372,BC
Melville/Dunsmuir,Dunsmuir,Painted Lanes,NB,Active,Paved,Yes,,49.28591265720932,-123.1203821,BC
Cypress,W 64th Ave,Local Street,,Active,Paved,Yes,,49.21322110947849,-123.14506,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23647635569275,-123.0842991,BC
45th Ave,Hudson,Local Street,,Active,Paved,No,,49.22976450687198,-123.13498,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.20858631355251,-123.1439381,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.28535635419201,-123.1196932,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.22762219870141,-123.0666777,BC
SW Marine,SW Marine Drive,Protected Bike Lanes,SL,Active,Paved,Yes,,49.208571105479656,-123.14315,BC
3rd Ave,W 3rd Ave,Local Street,,Active,Paved,No,,49.26928525005248,-123.1696664,BC
Hillcrest,E 30th Ave,Local Street,,Active,Paved,No,,49.24324063,-123.0989064,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.29489045147131,-123.1473713,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.226247485089075,-123.1059383,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21072437059701,-123.129825,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.310144024235655,-123.1462106,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27253002670701,-123.0618284,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25399658035218,-123.1126144,BC
Adanac,Union,Local Street,,Active,Paved,Yes,,49.27746328631041,-123.0886477,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.21625004384108,-123.1746677,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,Yes,,49.27222684858472,-123.1845304,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.235862086133686,-123.0518784,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21308797235087,-123.0798719,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.253618497758374,-123.1202071,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.242561731403256,-123.1729956,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.277533853938706,-123.0678889,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25208346286082,-123.1048433,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.23587593155612,-123.0545608,BC
Adanac,Expo Blvd,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27763076271421,-123.1031121,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.236469277498784,-123.1961017,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.236426060058534,-123.1828377,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24635509393653,-123.1304591,BC
Charles,Nanaimo St.,Protected Bike Lanes,R,Active,Paved,No,,49.27300783911126,-123.0565838,BC
29th Ave,W 28th Ave,Protected Bike Lanes,R,Active,Paved,No,,49.24628659805301,-123.1262684,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.22927098839383,-123.0355313,BC
14th Ave,E 14th Ave,Local Street,,Active,Paved,No,,49.25839141066412,-123.099463,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.24735640700354,-123.1852112,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,,,49.26678703146983,-123.1418026,BC
Beatty,Beatty,Protected Bike Lanes,SL,Active,Paved,Yes,,49.276896870474985,-123.1150166,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24751719393006,-123.1457792,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27745354177342,-123.0437037,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26999923475593,-123.145534,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.311976933587744,-123.1486906,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23284611595177,-123.0972203,BC
Chilco,Chilco,Protected Bike Lanes,OSS,Active,Paved,No,,49.290745256977935,-123.1423668,BC
BC Parkway,Lane S of  E 13th Ave,Local Street,,Active,Paved,No,,49.258167250461874,-123.0648713,BC
BC Parkway,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24462234285931,-123.0499935,BC
Alexander,Alexander,Local Street,,Active,Paved,Yes,,49.28397410021034,-123.0930364,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24750281842017,-123.144867,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.230786205551055,-123.185807,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24452662,-123.0285127,BC
Sunrise,Vivian Drive,Local Street,,Active,Paved,No,,49.21409124175689,-123.0532855,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24761407487401,-123.1519737,BC
3rd Ave,W 3rd Ave,Local Street,,Active,Paved,No,,49.26941789212915,-123.1794261,BC
10th Ave,E 10th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26144408262202,-123.0791284,BC
Sunrise,Kaslo,Local Street,,Active,Paved,No,,49.28184063256816,-123.0467029,BC
Cassiar,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.28874710031464,-123.0283075,BC
Hastings Park,Miller Drive,Protected Bike Lanes,OSB,Active,Paved,No,,49.28480153608512,-123.039143,BC
Ontario,Ontario,Protected Bike Lanes,SL,Active,Paved,Yes,,49.22551398070144,-123.1059664,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25873900617895,-123.1279625,BC
Kerr,Kerr,Painted Lanes,NB,Active,Paved,Yes,,49.22367758831797,-123.0411036,BC
Adanac,Vernon Drive,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.27749770703256,-123.0792707,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.22760120929787,-123.0606114,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.24651377829849,-123.1204648,BC
Kent,Kent Ave,Protected Bike Lanes,R,Active,Paved,No,,49.20556046,-123.0359867,BC
Seaside,Ogden,Local Street,,Active,Paved,No,,49.27678159864964,-123.1469179,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26514450666336,-123.1803768,BC
Hillcrest,E 30th Ave,Local Street,,Active,Paved,No,,49.24332583322231,-123.1037963,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23095899149008,-123.162179,BC
Heather,Heather,Local Street,PBT,Active,Paved,No,,49.26353827,-123.1198625,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24753603,-123.1469921,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.23958483642553,-123.0628863,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25893722425403,-123.1403195,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26138566895668,-123.0717789,BC
4th Ave,W 4th Ave,Painted Lanes,NB,Active,Paved,No,,49.26908886070235,-123.2173286,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.265607220465355,-123.1546738,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.26508189355823,-123.1480797,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.22926331280394,-123.0331731,BC
Kerr,Kerr,Painted Lanes,NB,Active,Paved,Yes,,49.22465762,-123.0410512,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.233834853214034,-123.1056237,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.27301199,-123.0494109,BC
Yukon,Yukon,Protected Bike Lanes,OSB,Active,Paved,No,,49.25605397,-123.1125213,BC
Sunrise,Earles,Local Street,,Active,Paved,No,,49.23231308674533,-123.0487842,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22910543560918,-123.0861755,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.22666033644499,-123.0744763,BC
